id,comment,label
3071,Yaar best one on this topic,O
3072,tere comments irritate karte hain :P yaar,H
3073,Yaar awaaz irritate karti hai,H
3074,bohat mehnat ki hai,O
3075,Haye ye sab! jhoot hai bhai ok,H
3076,Bhai excellent!!! work bro yaar lol,O
3077,Aray bhaiy!!! tum kuch nahi jaanta bro,H
3078,Haye clear aur easy steps :),O
3079,Bhai pagal sa behaviour dikha raha hey bro,H
3080,badtameez aadmi bro,H
3081,Bhai cool vidiyo bhai,O
3082,Haye tu kitna ghatiya isnan hey bro,H
3083,Aray aise :) kaam se kuch nhi hota bro,H
3084,Yaar tumhara reply achaa laga bro,O
3085,Mashallah proud of you bro bro,O
3086,Yaar dimagh ka pressure badha diya video ne :),H
3087,good information di :) :),O
3088,Bhai tu samjhta keaa! hai apne aap!! ko :),H
3089,Aray kamal ka effort hy bhai,O
3090,Haye ye sab nafrat failataaa :) hai :),H
3091,Mashallah nice presentation,O
3092,Bhai lajawab epxlanation,O
3093,Bhai boht aaaacha content hai yaar,O
3094,kuch bhi bool deta hai tu bhai,H
3095,Aray keep it up :),O
3096,Yaar tumhara attitude pasand nahi aaya :),H
3097,Haye nalayak banda bhai,H
3098,MASHALLAH SUPERB YARA BRO,O
3099,Yaar kamal :) ka effort hai :),O
3100,Aray well done,O
3101,Aray boht acha content haii bhai,O
3102,Yaar naiis try,O
3103,Aray well explained bro,O
3104,GOOD INITIATIVE BHAI lol,O
3105,Yaar dimagh ka :) dahi kar diya bro,H
3106,Mashallah mashallah nais work yaar,O
3107,Yaar boht! achaa content hai,O
3108,Haye best one on this topic yaar,O
3109,MASHALLAH BRO TU KUCH NHI JAANTA BHAI,H
3110,Bhai cool vidio :) nice,O
3111,MASHALLAH NALAYAK BANDA YAAR,H
3112,Bhai tuu sirf views ke liye kar raha hai bro,H
3113,Bhai awesome creativity yaar,O
3114,Bhai mujhe ye video :P pasand aaya,O
3115,Bhai awesome!! creativity,O
3116,Mashallah wow kya baat :) hai yaar,O
3117,very clean editing bro,O
3118,Aray good information di bhai,O
3119,Mashallah gr8 job bro,O
3120,Aray keaa faltu insan haii!! bro,H
3121,Yaar tume jaise log hamesha problem banate hain yaar,H
3122,Yaar tere :) comemnts irritate karte hain yaar bro,H
3123,faltu time waste bro,H
3124,Mashallah faltu time :P waste bro ok,H
3125,Bhai ajeeb bekaar banda haii bro nice,H
3126,Haye perfect explanation :),O
3127,Yaar dimagh ka dahi kaaaar diya :) yaar,H
3128,ganday jokes mat maar :),H
3129,Aray itna irritating kontent :),H
3130,Haye nais presentation yaar,O
3131,HAYE BETS ONE ON THIS TOPIC BRO,O
3132,Aray tumhara content inspire karta hy,O
3133,Haye awesome!! creativity bro,O
3134,positive vibes!!! only bhai bro,O
3135,Yaar yaar tumeh talented ho :),O
3136,Aray tere jaise :) log sab! bigad dete hain,H
3137,Aray tu samjhta keaa hai apne aap ko bro,H
3138,Bhai tumhara :) attitude pasand nahi aaya bro,H
3139,Yaar tu kitna ghatiya insan hai,H
3140,Mashallah best one on this topic bhai,O
3141,Yaar good luck for next!! project bhai,O
3142,Bhai superb yaar,O
3143,tuu pagal haii kyaa :),H
3144,Aray simple aur! samajhne layak vidiyo yaar,O
3145,Mashallah superb yaar bhai bro,O
3146,ARAY BOHT ACHA CONTENT HEY :P,O
3147,Haye tere comments irritate! karte hain,H
3148,Mashallah nais presentation bhai,O
3149,Mashallah best one on this topic bro haha,O
3150,Bhai faltu time!! waste bhai haha,H
3151,great job!! bro yaar,O
3152,Aray tera :) accent ajeeb hai,H
3153,Bhai good luck for next project bro,O
3154,Mashallah abkwas editing bro,H
3155,Mashallah bakwas video bro,H
3156,Mashallah bakwas! video :),H
3157,great energy bro yaar nice,O
3158,MASHALLAH FALTU!! VIDEO!! BANAI HAI YAAR haha,H
3159,Mashallah tum samjhta kia hai apne aap ko yaar,H
3160,ye sab :) faltu content hai bhai,H
3161,Yaar good luck for nxet project bhai,O
3162,clear aur easy steps yaar,O
3163,Haye simple!! aur samajhne layak vidiyo,O
3164,Haye tumhara style alag hy!!,O
3165,HAYE YAAR TUU BOHOT FUNNY HAI :),O
3166,gussa aa gaya vidiyo dekh kar yaar lol,H
3167,Mashallah very helpful :) nice,O
3168,Mashallah fatlu harkatein band kar :) bhai,H
3169,keep it up bro,O
3170,Aray good luck for next project bro,O
3171,Aray nice! explanation yaar :) :) bro,O
3172,shukriya!! share kanre ke liye yaar,O
3173,Haye tera accent :) ajeeb haii bro,H
3174,bhai tu kuch nhi jaanta :),H
3175,Haye naiis try bro,O
3176,Mashallah aise kaam!!! se kuch nahi hota :),H
3177,tere jaise log sab bigad dete hain,H
3178,Yaar keep it up bro,O
3179,BHAI FALTU TIME WASTE nice,H
3180,Bhai informative content!! bhai,O
3181,flatu video banai hai bro,H
3182,Yaar ghatiya quality :) yaar,H
3183,Aray clear aur easy :) steps,O
3184,YAAR GRETA ENERGY BRO BHAI,O
3185,Yaar koi sense nahi hai video meni :) :),H
3186,Yaar clear aur :) easy steps bro,O
3187,Haye bakwas video bro,H
3188,Haye gussa aa gaya video dekh kar!!!,H
3189,Mashallah itna irritating kontent :),H
3190,Mashallah tera!!! accent ajeeb hy yaar,H
3191,Bhai pagal!!! insaan :),H
3192,Mashallah good information di :),O
3193,Haye awesome creativity,O
3194,Mashallah respect for your hard work yaar,O
3195,Haye tumhara content inspire karta hy yaar,O
3196,Mashallah jhoot bolta hy tu bro,H
3197,Bhai nalayak banda yaar,H
3198,good information di bro,O
3199,Aray yaar tume :) talented ho bhai,O
3200,Yaar yaar tu bohut funny :) haii :) bro,O
3201,NICE EXPLANATION YAAR BRO,O
3202,Bhai achaa! laga dekh kar! bro,O
3203,CLEAR :) AUR EASY SETPS,O
3204,Bhai faltu harkatein band kar bro,H
3205,Yaar pagal sa behaviour dikha raha hai bro,H
3206,excellent work bro bro,O
3207,Aray tumhara kontent inspire karta hai bro,O
3208,Aray superb yaaar,O
3209,Bhai simple aur!! samajhne!!! layak video bhai,O
3210,Mashallah koi sense nhai hey video mein! bhai,H
3211,Aray perfect :) explanation yaar,O
3212,Mashallah bhai tum kuch nahin jaanta bro,H
3213,Bhai lajawab explanation bro,O
3214,Aray itna irritating content :),H
3215,Yaar kuch bhi bol deta hai tum bro,H
3216,Yaar cool video yaar,O
3217,Haye ye :) sab nafrat failata hy bhai,H
3218,MASHALLAH TUMHARA STYLE ALAG HAI,O
3219,Bhai ye keaa bakwas logic! hai bhai,H
3220,kamal ka effort haaaai bhai,O
3221,tumhara sense of humor!!! best hai bro,O
3222,Aray very clean!!! editing,O
3223,Mashallah yaar :P tuu bohot funny hai bro,O
3224,Aray keep posting,O
3225,Yaar koi :) sense nahi hai video mein bhai,H
3226,Mashallah ganday! jokes mat maar bro,H
3227,Yaar bakwas editing yaar,H
3228,mashallah naiis work bro,O
3229,Yaar simple aur samajhne layak vidiyo bhai lol,O
3230,Yaar nais try bro,O
3231,pagal insaan bro nice,H
3232,dimagh ka dahi kar :) diya :),H
3233,Mashallah tum!!! kitna ghatiya insan haii bro,H
3234,Mashallah good :) information di bhai,O
3235,Yaar dimagh ka dahi kar diya bhai,H
3236,boht :P achaa!! kontent! hai,O
3237,ARAY YE SAB NAFRAT FAILATA HAI bro,H
3238,keep it up,O
3239,Bhai kuch!!! bhi :) bol :P deta hai tu yaar,H
3240,Mashallah nice message diya,O
3241,Aray ganday jokes mat maar yaar,H
3242,Aray zyada smart :) mat ban yaar,H
3243,Yaar ghatiya quality bro,H
3244,ARAY TUU TOH PURE TIME WASTE HY,H
3245,Bhai ganday jokes mat maar! yaar,H
3246,helpful for beginners bhai,O
3247,Aray boht useful tips di :P,O
3248,Mashallah faltu content upload karte rehta hai :P bhai,H
3249,Mashallah tumhara kontent unique hy :),O
3250,Yaar respect for your hard work,O
3251,Mashallah zabardast editing yaar,O
3252,Mashallah simple aur samajhne layak video bro,O
3253,Aray tum kitna!! ghatiya insna hey!!! :),H
3254,Aray tume jaiiise logon ki wajah se niternet kharab hai,H
3255,Bhai superb!!! yaar,O
3256,Yaar best one on :) this topic :),O
3257,Haye dil khush kar diya!!,O
3258,Yaar appreciate :) your effort bhai,O
3259,Bhai samajh nhi aata kyaa kar raha haii bro,H
3260,HAYE BAKWAS VIDIO BRO lol,H
3261,Yaar ye sab nafrat failata hy yaar,H
3262,kuch seekh le pehle bhai,H
3263,Yaar helpful for begniners yaar,O
3264,Aray yaar tu bohot funny hai yaar,O
3265,Mashallah gud luck for next project yaar,O
3266,Mashallah acha :) laga dekh!!! kar yaar ok,O
3267,Mashallah tera accent ajeeb hai :),H
3268,Yaar tumhara attitude pasand nahi :) aaya,H
3269,Mashallah helpful :) for beginners :),O
3270,Aray bilkul useless vidio lol,H
3271,ganday jokes mat maar yaar,H
3272,Haye ye sab faltu :) kontent haii :),H
3273,Yaar nais tutorial bhai,O
3274,Aray tera content :) bakwas! hai bhai haha,H
3275,Aray mujhe ye vidiyo pasand aaya yaar,O
3276,Bhai tera accent ajeeb :P hey :),H
3277,Haye gud information di yaar,O
3278,well :) done :),O
3279,boht useful tips di yaar,O
3280,Yaar faltu time waste bro,H
3281,Aray kya faltu insan hey bhai,H
3282,Yaar bro tum kuch nahi jaanta,H
3283,Bhai bohat :) informative video hai,O
3284,Aray tumhara content unique hy bro,O
3285,Yaar wow keaa baat hey bro,O
3286,Mashallah yaar :P tum talented ho,O
3287,Haye superb yaar yaar,O
3288,Bhai dimagh ka dahi kar diya bro haha,H
3289,nais message diya!!! bhai,O
3290,Haye very clean editing yaar,O
3291,tu sirf views ke liye :P kar raha!!! hai :),H
3292,Aray samajh nahi aata kya kar raha hai :) haha,H
3293,Haye superb yaar,O
3294,Yaar bohat mehnat ki hy :),O
3295,Yaar tumhara :P sense of humor best haii bhai,O
3296,Yaar tu sirf views ke liye kar raha hai bhai,H
3297,Haye wow kya baat hai bhai,O
3298,Aray simple aur samajhne layak!!! video bhai,O
3299,Mashallah tu toh drama queen nikla bro,H
3300,ye sab :P jhoot haii bro,H
3301,Aray ganday jokes mat maar yaar,H
3302,Yaar jhoot bolta hai tuu yaar,H
3303,Haye jhoot bolta hai :P tuu,H
3304,Mashallah perfect explanation bro,O
3305,Haye gud initiative yaar,O
3306,Haye well! done bro,O
3307,Bhai dil khush kar :) diya,O
3308,tere jaise log saaaab bigad dete hain,H
3309,entertaining video :) yaar,O
3310,Haye tere jaise log sab bigad dete hain,H
3311,Yaar pagal insaan bhai,H
3312,faltu harkatein! band kar yaar bro,H
3313,BHAI TERA!!! ACCENT AJEEB HAI YAAR,H
3314,Aray gud information di bro,O
3315,Bhai veri helpful!! yaar,O
3316,Bhai kuch! bhi bol deta hai! tum yaar,H
3317,Yaar tum pagal!! hai kya bhai,H
3318,Mashallah ye saaaab faltu :) kontent haii yaar,H
3319,Bhai sahi kaha tumne bro ok,O
3320,Mashallah wow kyaa baat hy :) bro,O
3321,Aray utmhara content inspire karta hey,O
3322,Bhai awaaz irritate karti hey :),H
3323,Bhai tu sirf! viesw ke liye!!! kar raha hai bro,H
3324,Haye aise kaam se kuch nai hota :),H
3325,zabardast editing :),O
3326,Yaar tuu samjhta kyaa hey apne aap ko :),H
3327,Bhai faltu kontent upload karte rehta hai,H
3328,Aray nice tutorial bro,O
3329,Haye zabardast editing :) haha,O
3330,Aray tera accent ajeeb hey,H
3331,nice tutorial :P bhai,O
3332,Yaar gr8 energy bro! bhai,O
3333,Mashallah tumhara content inspire karta haaaai :),O
3334,Yaar bhaiy tuu kuch nai jaanta :),H
3335,Mashallah zyada smart mat!!! ban :),H
3336,Aray bilkul :) useless vidio :),H
3337,Aray pagal sa behaviour dikha raha hy :P bro,H
3338,Aray tumhara :) kontent unique hai bro,O
3339,Haye bawkas editing yaar,H
3340,Haye simple aur samajhne layak vidiyo yaar,O
3341,Yaar acha laga dekh kar bro,O
3342,Yaar ganday jokes mat maar :),H
3343,Mashallah zyada smart mat!! ban yaar,H
3344,Mashallah lajawab!! explanaiton,O
3345,Haye tumhara attitude pasand nai aaya!! bhai,H
3346,Mashallah tere comments irritate karte hain bro,H
3347,Bhai tuu kitan :) ghatiya insan!! hey bhai,H
3348,maza aagaya dekh kar!!! bhai,O
3349,Mashallah dimagh ka pressure badha diya vidio ne :),H
3350,mujhe ye video pasand!! aaya bro,O
3351,MASHALLAH ACCHA LAGA DEKH KAR BHAI,O
3352,TUMEH JAISE LOGON KI WAJAH SE INTERNET KHARBA HAI!! BRO,H
3353,Bhai tumhara attitude pasand nhi aaya yaar,H
3354,Mashallah bhaiy!!! tu kuch nahi jaanta bro,H
3355,Haye aise kaam se kuch nahi hota yaar,H
3356,Haye zyada smart mat ban yaar,H
3357,Haye tumhara :) attitude pasand nahi aaya yaar,H
3358,Mashallah nice tutorial :),O
3359,Yaar naiis explanation yaar :),O
3360,Haye positive! vibes only bro haha,O
3361,Bhai tumhara content :) unique hy bhai,O
3362,Haye excellent work bro,O
3363,Haye kuch bhi bol deta hai tu,H
3364,Yaar pagal sa behaviour dikha raha hey bhai,H
3365,Aray appreciate your effort yaar,O
3366,Bhai mujhe ye video pasand aaya :) bro,O
3367,ARAY TUM JAISE LOG HAMESHA PROBLEM BANATE HAIN :),H
3368,Aray tera kontent bakwas hy ok,H
3369,Haye pagal insaan :),H
3370,Aray faltu video banai haii :),H
3371,Mashallah bohat mehnat ki hey yaar,O
3372,Bhai nais tutorial bhai,O
3373,Haye kamal ka effort hai bhai,O
3374,Bhai yaar! tu bohot funny hai yaar,O
3375,Mashallah ganday jokes mat maar bhai bro,H
3376,Mashallah nalayak banda yaar,H
3377,Bhai faltu video banai hy :),H
3378,Yaar gussa aa gaya video dekh kar :P bhai,H
3379,YAAR TERE COMMENTS IRRITATE KARTE :P HAIN BHAI,H
3380,Yaar kuch seekh le pehle yaar lol,H
3381,nalayak banda :),H
3382,Bhai faltu harkatein band kar :),H
3383,ARAY EXCELLENT!! WORK BRO :),O
3384,Haye kuch seekh le pehle,H
3385,Mashallah bhai :) tu kuch nahi jaanta :),H
3386,Aray tuu samjhta keaa hai apne aap ko :),H
3387,Mashallah pagal insaan bhai,H
3388,Yaar samajh nahi aata :P kya kar!! raha hy :),H
3389,Aray tumhara style alag hai yaar,O
3390,Haye bohat mehnat ki hy bro,O
3391,Bhai bohat informative video hai bhai,O
3392,Mashallah faltu kontent upload karte rehta hai,H
3393,itna overactign kyu karta hai! bhai,H
3394,Yaar bhai bahot acha video hai bro,O
3395,Aray tumhara reply achaah laga :),O
3396,Yaar keep posting yaar ok,O
3397,Yaar pagal insaan,H
3398,Haye perfect explanation,O
3399,ARAY VERI HELPFUL BRO,O
3400,ye!! sab jhoot haii bhai,H
3401,kamal ka effort hai bhai,O
3402,BHAI BRO BOHOT ACHA VIDEO HEY! YAAR,O
3403,MASHALLAH YAAR TUMH TALENTED HO!!! YAAR,O
3404,ARAY AFLTU! CONTENT UPLOAD KARTE REHTA HAI BRO,H
3405,TUU :) PAGAL HAI KIA YAAR bro,H
3406,faltu! content! upload karte rehta hai bhai,H
3407,Yaar yaar tuu boht funny hey yaar,O
3408,Haye good initiative yaar,O
3409,Haye respect for your hard work yaar,O
3410,BHAI KUCH BHI BOL DETA HAII TU BHAI,H
3411,Haye very helpful! bro,O
3412,boht acha content haii yaar,O
3413,Haye bhaiy!! tuu kuch nai jaanta haha,H
3414,YAAR KEAA FALTU INSAN!! HAI BRO,H
3415,Yaar mashallah nice work bro nice,O
3416,Haye zyada smart mat ban haha,H
3417,Haye very clean editing bhai,O
3418,Yaar samajh nahi aata keaa kar raha hy :) nice,H
3419,Haye good initiative :) bhai,O
3420,Aray ye sab jhoot hai bro lol,H
3421,Yaar nice message diya lol,O
3422,Aray lajawab explanation bro,O
3423,Mashallah keep it up yaar,O
3424,Haye gussa aa agya vidiyo dekh kar bhai,H
3425,Aray yaar!!! tum bohot funny hey :),O
3426,Haye samajh nhi aata kia kar raha hai,H
3427,Bhai good information di bro,O
3428,Mashallah koi sense nhi haii video mein bhai,H
3429,Yaar bhai bohot accha video hai,O
3430,YAAR GUSSA AA GAYA VIDEO DEKH KAR BHAI,H
3431,Mashallah yaar tuu bohot funny haii yaar,O
3432,Mashallah sahi kaha tumne bro,O
3433,Bhai ganday jokes mat maar bro haha,H
3434,Aray tu pagal hai kyaa :),H
3435,Aray awesome :P creativity,O
3436,kuch :P seekh le pehle yaar,H
3437,Haye tumhara!!! attitude pasand nahi aaya :),H
3438,Bhai helpful for beginners :),O
3439,Bhai well explained bhai,O
3440,ye :P sab jhoot hai,H
3441,Yaar itna irritating content yaar,H
3442,Haye faltu kontent upload :P karte!! rehta hai bro,H
3443,Aray ghatiya quality yaar,H
3444,Aray tujhe sharam :) nahin aati :),H
3445,Aray nalayak banda yaar,H
3446,BHAI TUM JAISE LOG HAMESHA :) PROBLEM BANATE HAIIIIN! :),H
3447,Yaar gud luck for next project bro nice,O
3448,bhai bahot acha vidiyo hai,O
3449,Bhai tujhe sharam nahi aati bhai,H
3450,Bhai itna irritating content yaar,H
3451,Mashallah dil khush kar diya bhai,O
3452,Mashallah itna :P overacting kyu karta hai :),H
3453,tere jaise log sab biagd! dete hain,H
3454,Mashallah koi sense nahi hai video mein!! yaar,H
3455,ye saab faltu :) kontent hai yaar,H
3456,Bhai gud :) initiative bhai lol,O
3457,Bhai faltu time waste yaar,H
3458,HAYE YE KYA BAKWAS LOGIC HEY! ok,H
3459,Bhai aise kaam se kuch nhi hota :),H
3460,Bhai wow kyaa baat hai yaar,O
3461,Haye lajawab explanation bhai,O
3462,YAAR VERY CLEAN EDITING :),O
3463,jhoot bolta hai tu yaar,H
3464,Aray nice msesage diya :) bro,O
3465,Bhai appreciate your effort,O
3466,MASHALLAH TUMHARA SENSE OF HUMOR BEST HY YAAR,O
3467,GUD INFORMATION DI,O
3468,Mashallah bakwas!!! video,H
3469,Aray appreciate your effort yaar,O
3470,Mashallah bakwaas! baatein!! mat!! kar haha,H
3471,Aray zyada!!! smart mat ban!,H
3472,ARAY BOHAT MEHNAT KI HEY YAAR,O
3473,Aray tu kitna ghatiya insan hai yaar,H
3474,Mashallah bro tu kuch :P nahi jaanta yaar,H
3475,zyada smart :) mat ban yaar bro,H
3476,Bhai mashallah nais work :),O
3477,Bhai entertaining video bro,O
3478,Haye good initiative bro,O
3479,achaah :) laga dehk kar yaar,O
3480,Bhai mashallah nice work,O
3481,bakwaas baatein mat kar lol,H
3482,Yaar veri clean editing :) :),O
3483,DIL KHUSH KAR DIYA YAAR,O
3484,kamal ka effort hy,O
3485,Yaar maza!! aagaya deekh kar bro,O
3486,SAMAJH NAHI AATA KEAA KAR RAHA HAII BRO ok,H
3487,Yaar bakwas video,H
3488,Mashallah very! clean editing :),O
3489,Bhai samajh nahiii aata kya kar :) raha hai yaar haha,H
3490,Aray tum sirf views ke liye!!! kar raha!!! hai,H
3491,Aray mashallah nice work bro,O
3492,tere comments irritate karte hain lol,H
3493,Bhai superb yaar bhai,O
3494,Aray gud luck :) for next project :),O
3495,Haye tere jaise log sab bigad :P dete hain bro,H
3496,Haye gud initiative,O
3497,Haye ebst one on this topic yaar,O
3498,YAAR KOI SENSE NAHI HY VIDEO MEIN :),H
3499,Aray entertaining vidio :),O
3500,Bhai tu pagaaaal hai kya! :),H
3501,Bhai kya :) faltu insan hai bro,H
3502,Bhai yaar tu bohot funny hey bro,O
3503,ghatiya quality bro,H
3504,proud of you bro :),O
3505,MASHALLAH ZYADA SMART MAT BAN,H
3506,Yaar bakwas editing bro lol,H
3507,BHAI NAIIS PRESENTATION :) :),O
3508,Yaar koi sense nahin haii video mein bhai,H
3509,Mashallah dimgah ka pressure badha diya video ne bro,H
3510,ARAY BOHAT MEHNAT KI :) HEY BHAI,O
3511,Mashallah veri clean editing yaar,O
3512,Yaar dil khush kar diya :),O
3513,Mashallah gud!! initiative :),O
3514,Haye cool vidio :),O
3515,good niformation di,O
3516,Aray proud of you bro bro,O
3517,Mashallah koi sense nahi hai video mein! yaar,H
3518,Yaar naiis try bro,O
3519,Haye wow!!! kia baat hai bro,O
3520,MASHALLAH DIMAGH KA PRESSURE BADHA :P DIYA VIDIYO NE YAAR,H
3521,Bhai jhoot bolta hy tu,H
3522,HAYE MAZA AAGAYA DEKH :P KAR BRO,O
3523,Aray bohat! mehnat :) ki hai,O
3524,Bhai kamal ka effort :P hai yaar,O
3525,Aray sahi kaha!!! tumne yaar,O
3526,Yaar positive viiiibes only,O
3527,Mashallah bawkaas baatein mat kar,H
3528,Yaar tere comments irritate karte hain bhai,H
3529,Mashallah bakwaas baatein mat kar yaar,H
3530,Mashallah ganday :) jokes mat maar yaar,H
3531,Yaar perfect explanation bhai,O
3532,Mashallah shukriya share karne ke ilye :),O
3533,ARAY BAKWAS VIDEO! :),H
3534,Aray bilkul useless! video yaar,H
3535,Haye ye kya bakwas logic haii bhai,H
3536,Bhai maza aagaya dekh kar :) haha,O
3537,Haye nice try :) yaar,O
3538,ajeeb bekaar banda hai bro,H
3539,Yaar respect for your hard work bro lol,O
3540,bohat mehnat ki hai bhai haha,O
3541,Aray kamal ka effort hai bro,O
3542,Mashallah tu pagal hai kya,H
3543,Mashallah veri clean editing :),O
3544,MASHALLAH PAGAL SA!!! BEHAVIOUR DIKHA :) RAHA :P HY BHAI bro,H
3545,utmhara sense of :P humor best hy :) bro,O
3546,Aray aise kaam :) se kuch nahi hota :),H
3547,ye sab faltu!!! content haii bhai,H
3548,Aray tere jaise log :P sab bigad dete hain bhai,H
3549,Mashallah bohat mehnat ki hai bhai,O
3550,good information di bhai,O
3551,Mashallah helpful for :) beginners,O
3552,Yaar both useful tips di bhai,O
3553,Haye tumhara attitude :) pasand nahi aaya bro nice,H
3554,Aray tumhraa reply acha laga :),O
3555,Aray informative :P content bro haha,O
3556,Aray nice tutorial :),O
3557,Yaar gussa aa gaya :P vidiyo dekh kar bro,H
3558,Aray excellent work bro,O
3559,HAYE BOHAT INFORMATIVE VIDIYO HAI BHAI haha,O
3560,Mashallah boht achaa content hy bhai,O
3561,Haye itna!!! irritating content bhai,H
3562,Mashallah great joooob :P bro haha,O
3563,faltu harkateein band kar,H
3564,YAAR BAKWAS EDITING,H
3565,Mashallah itna overacting kyu karta hai :),H
3566,Mashallah achaa laga dehk kar bro,O
3567,Bhai bilkul useless!!! video yaar,H
3568,Yaar proud of you bro bhai haha,O
3569,Bhai nice try bro,O
3570,Haye gussa aa gaya vidio dekh kar bhai,H
3571,Bhai bakwas editing,H
3572,Mashallah ye sab nafrat failata hai :),H
3573,awaaz irritate karti haii,H
3574,tuu samjhta kyaa hai apne aap ko yaar,H
3575,Aray tum jaise logon ki wajah se internet kharab haii bhai,H
